ML1,ML2,ML3,banco
-0.07333113328207458,-0.026543782489854974,0.010413674770809251,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO"
-0.06231941260591032,-0.03877084291534581,-0.04541449612469387,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES - SICREDI UNIVALES MT/RO"
-0.062375382209576384,-0.04659743991237428,-0.05326720989867766,COOPERATIVA DE CRÉDITO SICOOB ENGECRED LTDA.
-0.08324306583962919,-0.012646143179277671,0.0018196856430982744,COOPERFORTE COOPERATIVA DE CRÉDITO E INVESTIMENTOS LTDA
-0.054909821585798,-0.04557870102684838,-0.0057752692881108915,BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL
-0.05819784437582223,-0.04988997899304474,-0.05950906671787876,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL"
-0.050301441060603296,-0.06119743441367709,-0.07009837755123305,"COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP"
-0.06141524011287693,-0.04430583918589692,-0.05663701904864784,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG"
-0.050573124939726315,-0.05207706301145348,-0.046705910140361406,BCO CARGILL S.A. - PRUDENCIAL
-0.05931907833357516,-0.0518063147076306,-0.052336814558782065,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC"
-0.06494338924090144,-0.04219082102147532,-0.04586520596307645,COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO
-0.027988853859673975,-0.09546927276645928,0.10443217678511113,BCO ABN AMRO CLEARING - PRUDENCIAL
-0.038717544795385035,-0.08145621417459165,-0.14134946591509132,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS"
-0.06684197062149422,-0.038885447762900566,-0.023073752703852396,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB CREDIAUC
-0.058978350390112115,-0.05435411580828403,-0.0564644557716303,COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL
-0.08429526439954317,-0.01325973649973429,0.04645428849059762,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA, CIRCUITO DO OURO, GRANDE BH E RIO GRANDE DO NORTE LTDA. -  SICOOB CREDIMEPI"
-0.0684772245650099,-0.02140041765465688,0.023428153711849368,RANDON - PRUDENCIAL
-0.06267093055617123,-0.04448024849402993,-0.0046099081206020945,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES - SICREDI RAÍZES RS/SC/MG"
-0.08619194775673895,-0.016360616640583095,0.12131148235700355,COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI
-0.1251389428045205,0.056502504573855424,0.36161964092100474,BMP SCMEPP LTDA - PRUDENCIAL
-0.04671739748659904,-0.06950523890615488,-0.10878408913974796,COOPERATIVA DE CRÉDITO ROTA DAS TERRAS - SICREDI ROTA DAS TERRAS RS/MG
-0.05547244329883021,-0.05858553296840472,-0.03970020034416645,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE
-0.06976490578104357,-0.032959580278252784,-0.03369974358821581,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ - SICREDI BOTUCARAÍ RS/MG"
-0.0717655704553632,-0.032254778334990686,-0.020736623738617607,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP/RJ"
-0.061984197581715236,-0.04890685099980662,-0.036070222215292276,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DO SUL DE MATO GROSSO, AMAPÁ E PARÁ - SICREDI INTEGRAÇÃO MT/AP/PA"
-0.07911914178578784,-0.02195095862545042,0.10333017172587598,OURIBANK - PRUDENCIAL
-0.07062257815172196,-0.038133172313871304,0.02805371165512896,COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR
-0.02922323543601311,-0.0972493978416104,-0.1422255328827783,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS"
