PC1,PC2,banco
-0.1115975774177241,-0.2528289454642763,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS"
0.20397598992556226,0.38887003202237524,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL
-0.3284394108580388,-0.15758054732398588,COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO
-0.35721607985260195,-0.1673680188775543,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.
0.06128098321861556,-2.6723530193765983,BANCO DIGIMAIS - PRUDENCIAL
0.12539846945980224,0.38547947652602316,BANCO PACCAR - PRUDENCIAL
0.18618189493583823,0.41688440404341465,SOCIETE GENERALE - PRUDENCIAL
-4.831795745335457,-0.02957080071145227,CREFISA S.A. CFI - PRUDENCIAL
-0.0669305470005529,0.10650306830750471,SISPRIME DO BRASIL - COOPERATIVA DE CRÉDITO
0.16513610207546073,0.34317524935406085,FACTA S.A. CFI - PRUDENCIAL
-0.18375077883061436,-0.42294084345726224,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO - SICREDI UNIAO RS/ES"
-0.2792161240297053,-0.5511665422496824,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA"
0.08478561343735692,-2.0040854821414933,BS2 - PRUDENCIAL
-0.042693969079275466,0.29004724619458944,SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.
-0.08575087744836797,-0.29491083869965456,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL E BAHIA - SICREDI CENTRO-SUL MS/BA"
